               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,           0.0087224,            0.011691,                   0,            0.026846,                 0.4,             0.11319,            0.068601,            0.065018,            0.011176,                   0,             0.00244,             0.00244,             0.00244
                  86,            0.010325,            0.011938,                   0,            0.021636,                 0.4,             0.16084,             0.10348,            0.064628,            0.011238,                   0,             0.00235,             0.00235,             0.00235
                  87,           0.0097906,            0.011926,                   0,            0.042752,                 0.4,             0.11389,            0.068928,             0.06537,            0.011168,                   0,             0.00226,             0.00226,             0.00226
                  88,            0.011242,            0.011521,                   0,            0.022456,                 0.4,             0.11301,            0.070461,            0.064754,            0.011239,                   0,             0.00217,             0.00217,             0.00217
                  89,            0.008913,            0.012818,                   0,            0.040562,                 0.3,             0.10411,            0.063023,            0.065059,            0.011174,                   0,             0.00208,             0.00208,             0.00208
                  90,           0.0095005,            0.011657,                   0,            0.032693,                 0.4,             0.11297,            0.069877,            0.064831,             0.01121,                   0,             0.00199,             0.00199,             0.00199
                  91,             0.01102,            0.011701,                   0,            0.038002,                 0.2,             0.11377,            0.069546,            0.065252,            0.011142,                   0,              0.0019,              0.0019,              0.0019
                  92,           0.0077297,            0.012131,                   0,            0.046158,                 0.3,             0.11389,            0.068654,            0.064368,            0.011267,                   0,             0.00181,             0.00181,             0.00181
                  93,           0.0079819,             0.01092,                   0,            0.045756,                 0.2,             0.11388,            0.069606,            0.064844,            0.011198,                   0,             0.00172,             0.00172,             0.00172
                  94,           0.0084262,            0.013283,                   0,            0.039826,                 0.2,             0.11352,             0.07049,            0.064344,            0.011263,                   0,             0.00163,             0.00163,             0.00163
                  95,           0.0090091,            0.013091,                   0,            0.063233,                 0.2,             0.11376,            0.069469,            0.064472,            0.011227,                   0,             0.00154,             0.00154,             0.00154
                  96,           0.0075211,            0.012501,                   0,            0.044708,                 0.2,             0.11396,            0.070823,            0.064268,            0.011251,                   0,             0.00145,             0.00145,             0.00145
                  97,           0.0085968,            0.011379,                   0,            0.071257,                 0.2,             0.11468,            0.069921,            0.064604,            0.011231,                   0,             0.00136,             0.00136,             0.00136
                  98,            0.008966,            0.010575,                   0,            0.061976,                 0.2,             0.11464,             0.06629,            0.064484,            0.011266,                   0,             0.00127,             0.00127,             0.00127
                  99,           0.0065066,            0.010238,                   0,             0.10958,                 0.2,             0.11452,            0.069793,            0.064799,            0.011233,                   0,             0.00118,             0.00118,             0.00118
