               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 116,            0.032721,            0.017003,                   0,             0.28816,                 0.3,             0.17524,            0.064022,            0.060284,            0.031787,                   0,           0.0059999,           0.0059999,           0.0059999
                 117,            0.030869,           0.0082579,                   0,             0.13706,                 0.2,             0.15499,            0.052135,            0.057803,            0.033603,                   0,           0.0059717,           0.0059717,           0.0059717
                 118,            0.035311,           0.0092395,                   0,             0.25471,                 0.2,             0.15367,            0.060659,            0.060877,            0.034688,                   0,           0.0059436,           0.0059436,           0.0059436
                 119,            0.028632,           0.0081417,                   0,             0.18518,                 0.2,             0.19791,             0.07554,            0.057724,             0.03421,                   0,           0.0059154,           0.0059154,           0.0059154
                 120,            0.028832,           0.0078048,                   0,             0.14146,                 0.2,             0.17631,            0.074515,            0.060096,            0.033271,                   0,           0.0058872,           0.0058872,           0.0058872
                 121,            0.026011,           0.0079294,                   0,             0.15772,                 0.2,             0.21131,            0.082204,              0.0565,            0.034288,                   0,            0.005859,            0.005859,            0.005859
                 122,            0.025273,           0.0086866,                   0,             0.74399,                 0.1,               0.193,            0.070263,            0.059569,            0.034745,                   0,           0.0058309,           0.0058309,           0.0058309
                 123,            0.024847,            0.007479,                   0,             0.81565,                 0.1,             0.19081,            0.074049,            0.054169,            0.036421,                   0,           0.0058027,           0.0058027,           0.0058027
                 124,             0.02391,           0.0074545,                   0,             0.91325,                 0.1,             0.20822,            0.058525,            0.056194,            0.035694,                   0,           0.0057745,           0.0057745,           0.0057745
                 125,            0.026862,           0.0094648,                   0,             0.90736,                 0.1,             0.20702,            0.093557,            0.053453,            0.036001,                   0,           0.0057463,           0.0057463,           0.0057463
                 126,            0.036502,            0.010248,                   0,             0.93372,                 0.1,             0.20914,            0.071242,            0.056713,            0.035544,                   0,           0.0057182,           0.0057182,           0.0057182
                 127,            0.023636,           0.0088951,                   0,             0.89653,                 0.1,              0.2323,             0.11561,            0.054033,            0.033946,                   0,             0.00569,             0.00569,             0.00569
                 128,            0.027299,           0.0086985,                   0,             0.91086,                 0.1,             0.22158,            0.092051,            0.055836,            0.034631,                   0,           0.0056618,           0.0056618,           0.0056618
                 129,            0.030818,           0.0086162,                   0,             0.20267,                 0.3,             0.24426,             0.12787,            0.052278,            0.032566,                   0,           0.0056337,           0.0056337,           0.0056337
                 130,            0.034538,           0.0074027,                   0,             0.26451,                 0.3,             0.25083,            0.093393,            0.055684,            0.032462,                   0,           0.0056055,           0.0056055,           0.0056055
                 131,             0.03991,            0.014335,                   0,             0.21661,                 0.3,              0.2706,             0.10974,             0.05232,            0.033313,                   0,           0.0055773,           0.0055773,           0.0055773
                 132,            0.024649,           0.0067892,                   0,             0.28971,                 0.3,             0.26489,             0.11099,            0.055677,            0.032975,                   0,           0.0055491,           0.0055491,           0.0055491
                 133,            0.027988,           0.0091432,                   0,             0.28141,                 0.3,             0.28533,             0.10385,            0.055326,            0.031471,                   0,            0.005521,            0.005521,            0.005521
                 134,             0.02972,            0.013817,                   0,             0.33084,             0.39589,             0.27698,                0.11,            0.054716,            0.031787,                   0,           0.0054928,           0.0054928,           0.0054928
                 135,            0.032912,           0.0099121,                   0,             0.18698,                 0.2,             0.27785,             0.13854,            0.051981,            0.033837,                   0,           0.0054646,           0.0054646,           0.0054646
                 136,            0.032983,            0.005467,                   0,             0.22031,                 0.2,             0.22769,            0.089217,            0.054406,            0.035061,                   0,           0.0054364,           0.0054364,           0.0054364
                 137,            0.025688,            0.011091,                   0,             0.18934,                 0.2,             0.20767,             0.09705,            0.051201,            0.036691,                   0,           0.0054083,           0.0054083,           0.0054083
                 138,            0.025515,           0.0086917,                   0,             0.29556,                 0.3,             0.16584,            0.077317,            0.051685,            0.036852,                   0,           0.0053801,           0.0053801,           0.0053801
                 139,             0.02472,            0.012174,                   0,             0.28188,                 0.3,             0.17491,            0.083215,            0.050546,            0.037775,                   0,           0.0053519,           0.0053519,           0.0053519
                 140,            0.028643,           0.0081007,                   0,             0.23656,                 0.3,             0.16116,            0.080111,            0.052485,            0.036499,                   0,           0.0053237,           0.0053237,           0.0053237
                 141,            0.029321,           0.0091873,                   0,             0.26462,                 0.3,             0.16101,            0.071487,            0.052456,            0.037921,                   0,           0.0052956,           0.0052956,           0.0052956
                 142,            0.023359,           0.0073282,                   0,             0.18836,                 0.2,             0.14166,             0.06069,            0.056232,            0.036385,                   0,           0.0052674,           0.0052674,           0.0052674
                 143,            0.026932,           0.0080961,                   0,             0.19913,                 0.2,             0.13325,            0.057984,            0.054227,            0.038465,                   0,           0.0052392,           0.0052392,           0.0052392
                 144,            0.030979,             0.01353,                   0,             0.24356,                 0.2,             0.11754,            0.056799,            0.056774,            0.037952,                   0,            0.005211,            0.005211,            0.005211
                 145,            0.026857,            0.012713,                   0,             0.26598,                 0.3,             0.13613,            0.077064,            0.053624,            0.036955,                   0,           0.0051829,           0.0051829,           0.0051829
                 146,            0.033382,           0.0079003,                   0,             0.28547,                 0.3,             0.15331,             0.06923,            0.056145,            0.035902,                   0,           0.0051547,           0.0051547,           0.0051547
                 147,            0.027218,           0.0075912,                   0,             0.26969,                 0.3,             0.22713,             0.11742,            0.055237,            0.034895,                   0,           0.0051265,           0.0051265,           0.0051265
                 148,            0.028646,            0.010854,                   0,             0.24417,                 0.3,             0.21234,            0.083273,            0.060978,            0.031216,                   0,           0.0050983,           0.0050983,           0.0050983
                 149,            0.028358,           0.0076867,                   0,             0.28873,                 0.3,             0.25395,             0.13538,            0.057831,            0.032472,                   0,           0.0050702,           0.0050702,           0.0050702
                 150,            0.022341,           0.0056504,                   0,             0.37809,                 0.3,             0.25906,             0.10061,            0.058298,            0.034428,                   0,            0.005042,            0.005042,            0.005042
                 151,            0.025111,            0.011813,                   0,             0.36863,                 0.3,             0.22863,             0.12099,            0.055671,            0.036997,                   0,           0.0050138,           0.0050138,           0.0050138
                 152,            0.023511,           0.0075163,                   0,             0.40781,                 0.3,             0.24049,             0.10073,            0.055518,            0.038284,                   0,           0.0049856,           0.0049856,           0.0049856
                 153,            0.023967,           0.0087699,                   0,             0.27932,                 0.2,             0.20713,             0.11168,            0.054524,            0.039098,                   0,           0.0049575,           0.0049575,           0.0049575
                 154,            0.032479,           0.0061999,                   0,             0.92396,                 0.1,             0.20152,            0.083497,            0.054775,            0.039835,                   0,           0.0049293,           0.0049293,           0.0049293
                 155,            0.034629,            0.011751,                   0,              0.9336,                 0.1,               0.202,            0.077493,            0.054382,            0.040582,                   0,           0.0049011,           0.0049011,           0.0049011
                 156,            0.029673,            0.011781,                   0,             0.38565,                 0.2,              0.2065,            0.068444,            0.054944,            0.037978,                   0,           0.0048729,           0.0048729,           0.0048729
                 157,            0.026508,           0.0076609,                   0,             0.31948,                 0.3,             0.22194,              0.1034,             0.05585,            0.035134,                   0,           0.0048448,           0.0048448,           0.0048448
                 158,            0.025004,           0.0088648,                   0,             0.32211,                 0.3,             0.23595,             0.09507,            0.053835,            0.033162,                   0,           0.0048166,           0.0048166,           0.0048166
                 159,            0.024024,             0.00866,                   0,             0.46089,                 0.3,             0.26183,             0.10684,            0.053912,            0.032353,                   0,           0.0047884,           0.0047884,           0.0047884
                 160,             0.02171,           0.0066008,                   0,             0.47826,                 0.3,             0.27064,             0.08888,            0.057439,            0.030376,                   0,           0.0047602,           0.0047602,           0.0047602
                 161,            0.027494,             0.01058,                   0,             0.47888,                 0.3,             0.27704,             0.07946,            0.058147,            0.029618,                   0,           0.0047321,           0.0047321,           0.0047321
                 162,             0.02799,            0.013079,                   0,             0.46951,                 0.3,             0.27664,              0.1327,            0.055363,            0.029862,                   0,           0.0047039,           0.0047039,           0.0047039
                 163,            0.038548,            0.015996,                   0,             0.47266,                 0.3,             0.26459,             0.09612,            0.059554,            0.030485,                   0,           0.0046757,           0.0046757,           0.0046757
                 164,            0.026726,            0.015202,                   0,              0.5664,                 0.3,             0.30129,             0.14672,            0.057229,            0.029686,                   0,           0.0046475,           0.0046475,           0.0046475
